id,sex,race,age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,is_recid,is_violent_recid,two_year_recid,high_risk
114,1,1,1,0.0,0.0,0.0,0.0,0,0,0,0,1
115,0,0,0,0.0,0.0,0.0,0.02631578947368421,0,1,1,1,0
116,1,1,0,0.0,0.0,0.0,0.02631578947368421,0,1,1,1,1
119,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0
120,1,0,0,0.0,0.0,0.0,0.02631578947368421,1,0,0,0,0
122,1,0,0,0.0,0.0,0.0,0.21052631578947367,1,1,1,1,1
127,1,0,0,0.0,0.0,0.0,0.0,0,1,0,1,0
128,1,0,0,0.05,0.46153846153846156,0.058823529411764705,0.3684210526315789,0,1,1,1,1
130,1,0,1,0.0,0.0,0.0,0.0,0,1,1,1,0
131,1,0,1,0.05,0.0,0.0,0.05263157894736842,0,1,0,1,1
132,1,0,1,0.0,0.0,0.058823529411764705,0.05263157894736842,1,1,0,1,1
136,0,0,0,0.0,0.0,0.0,0.02631578947368421,1,0,0,0,0
137,1,0,0,0.0,0.0,0.0,0.23684210526315788,0,1,0,1,1
138,1,1,0,0.0,0.0,0.0,0.18421052631578946,0,1,0,1,1
139,1,0,1,0.0,0.0,0.0,0.02631578947368421,0,1,0,1,0
142,1,1,0,0.0,0.0,0.0,0.23684210526315788,0,1,1,1,1
143,1,0,0,0.0,0.0,0.0,0.3157894736842105,1,0,0,0,1
145,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0,1
146,1,1,0,0.0,0.0,0.0,0.05263157894736842,0,1,0,1,0
147,1,1,0,0.0,0.0,0.0,0.07894736842105263,0,0,0,0,0
148,0,1,0,0.0,0.0,0.0,0.0,1,0,0,0,0
150,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0
151,1,0,1,0.0,0.0,0.0,0.02631578947368421,1,1,1,1,0
152,1,0,1,0.0,0.0,0.0,0.02631578947368421,0,0,0,0,0
153,1,0,0,0.0,0.0,0.0,0.02631578947368421,0,0,0,0,0
154,0,1,0,0.0,0.0,0.0,0.0,0,1,1,1,0
156,1,1,1,0.0,0.07692307692307693,0.11764705882352941,0.21052631578947367,0,1,0,1,0
157,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0
158,1,1,0,0.0,0.0,0.0,0.0,1,0,0,0,0
159,0,1,0,0.0,0.0,0.0,0.02631578947368421,0,0,0,0,0
160,1,0,0,0.0,0.0,0.0,0.3684210526315789,0,1,1,1,1
163,1,1,0,0.0,0.0,0.0,0.02631578947368421,0,0,0,0,0
166,1,0,1,0.0,0.0,0.0,0.07894736842105263,0,1,0,1,1
169,1,1,0,0.0,0.0,0.0,0.13157894736842105,1,1,0,1,0
171,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0
173,1,0,0,0.0,0.0,0.0,0.13157894736842105,0,1,0,1,0
174,1,0,0,0.0,0.0,0.0,0.07894736842105263,0,0,0,0,0
175,1,1,0,0.0,0.0,0.0,0.02631578947368421,0,1,0,1,0
176,1,0,0,0.0,0.07692307692307693,0.0,0.2631578947368421,0,1,0,1,1
177,1,0,1,0.0,0.0,0.0,0.0,0,1,0,1,0
178,1,0,0,0.0,0.9230769230769231,0.11764705882352941,0.7368421052631579,0,1,0,1,1
180,1,0,0,0.0,0.0,0.0,0.02631578947368421,1,0,0,0,1
182,0,0,0,0.0,0.0,0.0,0.02631578947368421,0,0,0,0,0
183,1,1,0,0.0,0.0,0.0,0.3421052631578947,0,1,1,1,1
184,1,0,0,0.0,0.0,0.0,0.07894736842105263,0,1,0,1,1
187,1,0,0,0.0,0.0,0.0,0.21052631578947367,0,0,0,0,1
189,1,1,0,0.0,0.0,0.0,0.07894736842105263,1,0,0,0,1
190,1,0,0,0.0,0.0,0.0,0.5,0,1,0,1,1
192,0,1,0,0.0,0.0,0.0,0.05263157894736842,1,0,0,0,0
193,1,1,1,0.0,0.0,0.0,0.10526315789473684,0,1,0,1,0
194,1,1,0,0.0,0.0,0.0,0.15789473684210525,0,0,0,0,0
195,0,1,0,0.0,0.0,0.0,0.05263157894736842,0,0,0,0,0
197,1,1,0,0.0,0.0,0.0,0.02631578947368421,1,0,0,0,0
199,1,1,0,0.0,0.0,0.0,0.05263157894736842,0,0,0,0,0
200,0,0,0,0.0,0.0,0.0,0.05263157894736842,1,0,0,0,0
202,1,1,0,0.0,0.0,0.0,0.0,1,1,0,1,0
203,0,0,1,0.0,0.0,0.0,0.0,1,0,0,0,0
206,0,1,0,0.0,0.07692307692307693,0.0,0.2631578947368421,0,1,0,1,0
208,1,1,0,0.0,0.0,0.0,0.05263157894736842,1,1,0,1,0
209,0,0,0,0.0,0.0,0.0,0.10526315789473684,0,1,1,1,0
210,1,0,0,0.0,0.0,0.0,0.07894736842105263,0,1,0,1,1
213,1,1,0,0.0,0.0,0.0,0.05263157894736842,1,1,0,1,0
215,1,0,0,0.0,0.0,0.0,0.02631578947368421,1,1,0,0,0
216,1,1,0,0.0,0.0,0.0,0.02631578947368421,0,1,0,1,0
218,0,1,0,0.0,0.0,0.0,0.10526315789473684,0,0,0,0,0
220,0,0,1,0.05,0.0,0.0,0.02631578947368421,0,0,0,0,1
222,0,1,0,0.0,0.0,0.0,0.0,1,0,0,0,0
223,1,0,0,0.05,0.07692307692307693,0.0,0.23684210526315788,0,1,0,1,1
224,1,0,0,0.0,0.0,0.0,0.2894736842105263,0,1,1,1,0
225,1,0,0,0.0,0.0,0.0,0.21052631578947367,1,1,1,1,0
227,0,0,0,0.0,0.0,0.0,0.0,0,1,0,1,0
228,0,0,0,0.0,0.0,0.0,0.18421052631578946,0,1,0,1,1
229,1,0,0,0.0,0.0,0.0,0.05263157894736842,0,1,0,1,1
231,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0
232,0,1,0,0.0,0.0,0.0,0.0,1,0,0,0,0
234,0,0,0,0.0,0.0,0.0,0.02631578947368421,0,1,0,1,0
235,1,0,0,0.0,0.0,0.0,0.3421052631578947,0,1,0,1,1
236,1,0,0,0.0,0.0,0.0,0.02631578947368421,0,0,0,0,0
238,0,0,0,0.0,0.0,0.0,0.10526315789473684,0,1,1,1,1
239,1,0,0,0.0,0.0,0.0,0.02631578947368421,0,0,0,0,0
240,0,0,0,0.0,0.0,0.0,0.02631578947368421,0,0,0,0,0
241,0,0,0,0.0,0.0,0.0,0.05263157894736842,1,1,0,1,0
242,1,0,0,0.0,0.0,0.0,0.07894736842105263,1,0,0,0,0
243,1,1,0,0.05,0.0,0.0,0.02631578947368421,1,0,0,0,0
244,0,1,0,0.0,0.0,0.0,0.07894736842105263,0,1,0,1,1
245,1,0,0,0.0,0.0,0.0,0.02631578947368421,0,0,0,0,1
246,1,1,0,0.0,0.0,0.0,0.05263157894736842,1,0,0,0,0
248,1,0,1,0.0,0.0,0.0,0.02631578947368421,0,0,0,0,0
249,1,1,0,0.0,0.0,0.0,0.15789473684210525,0,1,0,1,0
251,0,1,0,0.0,0.0,0.0,0.15789473684210525,0,0,0,0,0
252,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0
254,1,0,0,0.0,0.0,0.0,0.02631578947368421,1,1,0,1,0
257,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0
258,0,0,0,0.0,0.0,0.0,0.13157894736842105,0,0,0,0,1
259,1,0,0,0.0,0.0,0.0,0.05263157894736842,1,0,0,0,0
260,1,0,0,0.0,0.0,0.0,0.21052631578947367,0,0,0,0,0
262,0,1,0,0.0,0.0,0.0,0.15789473684210525,0,0,0,0,1
263,1,1,0,0.0,0.0,0.0,0.02631578947368421,0,0,0,0,0
264,1,0,0,0.0,0.0,0.0,0.21052631578947367,0,1,0,1,1
265,1,0,0,0.0,0.0,0.0,0.15789473684210525,1,1,1,1,0
266,1,0,0,0.0,0.0,0.0,0.05263157894736842,0,0,0,0,0
267,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0
268,1,1,0,0.0,0.0,0.0,0.02631578947368421,1,1,0,1,0
269,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0
271,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0
272,1,0,0,0.1,0.15384615384615385,0.058823529411764705,0.5789473684210527,0,1,0,1,1
275,1,0,1,0.0,0.0,0.0,0.02631578947368421,0,1,0,1,0
277,1,0,0,0.0,0.0,0.0,0.6052631578947368,1,1,0,1,1
278,1,0,1,0.0,0.0,0.0,0.0,1,1,0,1,0
279,1,0,0,0.0,0.0,0.0,0.02631578947368421,0,0,0,0,0
280,0,1,0,0.0,0.0,0.0,0.05263157894736842,0,1,0,1,0
281,1,0,0,0.0,0.0,0.0,0.07894736842105263,0,1,1,0,0
282,1,1,0,0.0,0.0,0.0,0.21052631578947367,1,1,0,1,0
285,0,0,0,0.0,0.0,0.0,0.0,1,1,0,1,0
286,1,0,0,0.0,0.0,0.0,0.3421052631578947,0,1,0,1,1
287,1,0,0,0.0,0.0,0.0,0.05263157894736842,1,1,1,1,1
288,1,1,0,0.0,0.0,0.0,0.0,0,1,0,1,0
289,1,0,0,0.0,0.0,0.0,0.23684210526315788,0,1,0,1,1
291,1,1,0,0.0,0.0,0.0,0.05263157894736842,0,0,0,0,0
293,1,0,1,0.0,0.0,0.0,0.0,0,1,1,1,0
294,1,0,0,0.0,0.0,0.0,0.05263157894736842,1,1,0,0,0
297,0,0,1,0.0,0.0,0.0,0.02631578947368421,1,0,0,0,0
298,1,0,0,0.0,0.0,0.0,0.05263157894736842,1,1,0,1,0
299,1,1,0,0.0,0.0,0.0,0.02631578947368421,0,0,0,0,0
300,0,1,0,0.0,0.0,0.0,0.0,1,0,0,0,0
301,1,1,0,0.0,0.0,0.0,0.10526315789473684,1,0,0,0,0
302,0,0,0,0.0,0.07692307692307693,0.0,0.6052631578947368,0,1,0,1,1
304,1,0,1,0.0,0.0,0.0,0.13157894736842105,0,1,0,1,0
306,1,0,0,0.0,0.0,0.0,0.05263157894736842,0,1,0,1,1
308,1,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0
310,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1
311,1,1,0,0.0,0.0,0.0,0.2894736842105263,0,1,1,1,0
313,0,1,0,0.0,0.0,0.0,0.18421052631578946,0,1,0,1,1
315,1,0,0,0.0,0.0,0.0,0.05263157894736842,0,0,0,0,0
316,1,1,0,0.0,0.0,0.0,0.05263157894736842,1,0,0,0,0
317,0,0,0,0.0,0.0,0.0,0.02631578947368421,0,0,0,0,1
319,1,1,0,0.0,0.0,0.0,0.18421052631578946,0,1,0,1,0
320,1,0,0,0.0,0.0,0.0,0.39473684210526316,0,0,0,0,1
321,1,0,0,0.0,0.0,0.0,0.05263157894736842,1,0,0,0,0
322,1,0,0,0.0,0.0,0.0,0.07894736842105263,0,0,0,0,0
323,1,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0
325,1,1,0,0.0,0.0,0.0,0.02631578947368421,0,0,0,0,0
326,0,1,0,0.0,0.0,0.0,0.0,1,1,1,1,0
327,1,1,0,0.0,0.0,0.0,0.0,1,0,0,0,0
329,1,0,0,0.0,0.0,0.0,0.02631578947368421,1,1,0,1,0
330,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0
331,1,1,0,0.0,0.0,0.0,0.10526315789473684,0,1,0,1,0
332,0,0,0,0.0,0.0,0.0,0.05263157894736842,0,0,0,0,1
333,0,0,0,0.0,0.0,0.0,0.13157894736842105,1,0,0,0,0
334,1,0,0,0.0,0.0,0.0,0.2894736842105263,0,1,0,1,1
335,1,0,0,0.0,0.0,0.0,0.0,1,1,1,0,0
336,1,0,0,0.0,0.0,0.0,0.10526315789473684,0,1,0,1,0
337,1,0,0,0.0,0.0,0.0,0.2894736842105263,0,0,0,0,1
338,1,0,1,0.0,0.0,0.0,0.05263157894736842,0,0,0,0,1
341,0,0,0,0.0,0.0,0.0,0.05263157894736842,0,1,0,1,0
344,1,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0
345,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0
347,1,1,0,0.0,0.0,0.0,0.3421052631578947,0,1,0,1,0
348,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0
349,1,1,0,0.0,0.0,0.0,0.02631578947368421,0,0,0,0,0
350,1,0,0,0.0,0.0,0.11764705882352941,0.2894736842105263,1,1,1,1,1
351,1,1,0,0.0,0.0,0.0,0.02631578947368421,0,0,0,0,0
354,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0
355,1,0,0,0.0,0.0,0.0,0.10526315789473684,0,0,0,0,0
356,1,0,0,0.0,0.0,0.0,0.10526315789473684,0,0,0,0,0
357,1,1,0,0.0,0.0,0.0,0.0,0,1,0,1,1
358,1,1,0,0.0,0.0,0.0,0.0,0,1,0,1,0
359,1,0,0,0.0,0.07692307692307693,0.0,0.3684210526315789,0,0,0,0,1
360,1,0,0,0.0,0.07692307692307693,0.0,0.10526315789473684,1,0,0,0,1
361,1,1,0,0.0,0.0,0.0,0.02631578947368421,1,0,0,0,0
362,1,0,0,0.0,0.0,0.0,0.6578947368421052,0,1,0,1,1
363,1,1,0,0.0,0.0,0.0,0.21052631578947367,1,1,0,1,0
364,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0
366,1,1,1,0.0,0.0,0.058823529411764705,0.02631578947368421,1,1,0,1,1
369,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0
372,0,0,0,0.0,0.0,0.0,0.07894736842105263,0,0,0,0,0
374,1,1,0,0.0,0.0,0.0,0.21052631578947367,0,1,1,1,1
375,1,1,0,0.0,0.0,0.0,0.10526315789473684,0,0,0,0,0
376,1,0,1,0.0,0.0,0.0,0.07894736842105263,1,1,1,1,1
377,0,1,1,0.0,0.0,0.0,0.02631578947368421,1,1,1,1,1
378,1,0,0,0.0,0.0,0.0,0.07894736842105263,1,1,0,1,0
379,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0
381,1,0,1,0.0,0.0,0.058823529411764705,0.02631578947368421,0,1,0,1,0
382,0,1,1,0.0,0.0,0.23529411764705882,0.13157894736842105,0,1,0,1,0
383,1,0,1,0.0,0.0,0.0,0.0,1,0,0,0,1
384,1,0,0,0.0,0.0,0.0,0.02631578947368421,1,0,0,0,0
385,1,0,1,0.0,0.0,0.0,0.02631578947368421,0,1,1,1,1
386,1,0,0,0.0,0.0,0.0,0.05263157894736842,0,1,0,1,0
389,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0
390,1,0,0,0.0,0.0,0.0,0.10526315789473684,0,0,0,0,0
392,1,1,0,0.0,0.0,0.0,0.05263157894736842,1,1,0,0,0
393,0,0,0,0.0,0.0,0.0,0.05263157894736842,0,0,0,0,0
396,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,1
398,1,0,1,0.0,0.0,0.058823529411764705,0.0,0,0,0,0,1
399,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0
400,0,0,1,0.0,0.0,0.0,0.0,0,1,0,1,0
402,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0
403,1,0,0,0.0,0.0,0.0,0.21052631578947367,0,1,0,1,0
404,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0
405,1,1,0,0.0,0.0,0.0,0.0,0,1,1,1,0
406,1,0,0,0.0,0.0,0.0,0.2894736842105263,0,1,0,1,1
407,1,0,1,0.0,0.07692307692307693,0.058823529411764705,0.07894736842105263,1,1,0,1,1
408,0,1,1,0.0,0.0,0.0,0.02631578947368421,0,0,0,0,0
409,1,0,0,0.0,0.0,0.0,0.05263157894736842,0,0,0,0,1
410,1,1,0,0.0,0.0,0.0,0.05263157894736842,0,0,0,0,0
411,0,0,0,0.0,0.0,0.0,0.05263157894736842,1,0,0,0,0
414,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0
415,1,0,0,0.0,0.0,0.0,0.631578947368421,1,0,0,0,1
416,1,0,0,0.0,0.0,0.0,0.07894736842105263,0,1,0,1,0
417,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0
423,1,1,0,0.0,0.0,0.0,0.07894736842105263,0,0,0,0,0
424,1,0,0,0.0,0.0,0.0,0.07894736842105263,1,1,1,1,0
425,1,1,0,0.0,0.0,0.0,0.02631578947368421,1,0,0,0,0
426,1,1,0,0.0,0.0,0.0,0.15789473684210525,0,1,0,1,0
428,1,1,0,0.0,0.0,0.0,0.07894736842105263,0,0,0,0,0
429,1,0,1,0.0,0.0,0.0,0.0,1,1,0,1,1
430,1,0,0,0.0,0.0,0.0,0.02631578947368421,1,1,1,1,1
431,1,0,0,0.0,0.0,0.0,0.07894736842105263,0,1,0,1,0
432,1,1,0,0.0,0.0,0.0,0.13157894736842105,1,0,0,0,0
434,1,0,1,0.0,0.0,0.0,0.02631578947368421,0,1,0,1,0
435,1,0,0,0.0,0.0,0.0,0.13157894736842105,1,0,0,0,0
437,1,1,1,0.0,0.0,0.0,0.0,0,1,0,1,0
438,1,0,0,0.0,0.0,0.0,0.13157894736842105,0,1,0,1,0
439,1,0,0,0.0,0.0,0.0,0.05263157894736842,0,0,0,0,0
440,1,0,0,0.0,0.0,0.0,0.15789473684210525,0,1,0,1,0
441,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0
442,1,1,0,0.0,0.0,0.0,0.02631578947368421,1,1,1,1,0
445,1,1,0,0.0,0.0,0.0,0.05263157894736842,0,0,0,0,0
446,0,0,1,0.0,0.0,0.0,0.0,1,0,0,0,0
450,1,0,1,0.0,0.0,0.0,0.02631578947368421,0,1,0,0,0
451,1,0,1,0.0,0.0,0.058823529411764705,0.10526315789473684,1,1,0,1,1
452,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0
454,1,0,0,0.05,0.0,0.058823529411764705,0.10526315789473684,1,1,0,1,1
456,1,1,0,0.0,0.0,0.0,0.13157894736842105,0,0,0,0,0
457,1,0,0,0.0,0.0,0.0,0.05263157894736842,0,1,0,1,0
459,0,0,0,0.0,0.0,0.0,0.13157894736842105,0,0,0,0,0
461,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0
462,1,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0
463,1,1,0,0.0,0.0,0.0,0.0,1,1,0,1,0
464,1,1,0,0.0,0.0,0.0,0.07894736842105263,1,1,0,1,0
465,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0
467,1,0,1,0.0,0.07692307692307693,0.0,0.23684210526315788,0,1,1,1,1
468,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0
469,1,0,1,0.0,0.0,0.0,0.0,0,1,0,1,1
474,0,1,0,0.0,0.0,0.0,0.0,1,0,0,0,0
475,1,1,0,0.0,0.0,0.0,0.0,1,0,0,0,0
478,1,0,0,0.0,0.0,0.0,0.18421052631578946,0,0,0,0,1
480,1,0,1,0.0,0.0,0.0,0.0,0,1,0,1,1
481,1,1,0,0.0,0.0,0.0,0.15789473684210525,0,0,0,0,0
484,1,1,0,0.0,0.0,0.0,0.21052631578947367,0,0,0,0,0
485,1,0,1,0.0,0.07692307692307693,0.0,0.05263157894736842,0,1,1,1,1
487,1,1,0,0.0,0.0,0.0,0.9473684210526315,0,1,0,1,0
489,1,1,0,0.0,0.0,0.0,0.05263157894736842,1,1,1,1,0
493,1,0,0,0.0,0.0,0.0,0.02631578947368421,0,0,0,0,0
494,1,0,1,0.0,0.07692307692307693,0.0,0.07894736842105263,0,1,0,0,0
495,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1
496,0,1,0,0.0,0.0,0.0,0.05263157894736842,1,1,0,1,0
497,0,0,1,0.0,0.0,0.0,0.02631578947368421,1,1,0,0,0
499,1,1,0,0.0,0.0,0.0,0.02631578947368421,0,0,0,0,0
500,0,0,1,0.0,0.0,0.0,0.0,0,1,0,1,1
501,1,1,0,0.0,0.0,0.0,0.0,1,0,0,0,0
502,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0
503,1,0,0,0.0,0.0,0.0,0.07894736842105263,0,1,0,1,0
504,1,0,0,0.0,0.0,0.0,0.02631578947368421,0,1,0,1,0
505,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0
509,0,1,0,0.0,0.0,0.0,0.0,1,0,0,0,0
510,1,0,0,0.0,0.0,0.0,0.02631578947368421,1,0,0,0,0
511,1,0,0,0.0,0.0,0.0,0.07894736842105263,0,0,0,0,0
512,0,0,0,0.0,0.0,0.0,0.05263157894736842,0,0,0,0,0
516,1,0,0,0.0,0.07692307692307693,0.0,0.3157894736842105,0,1,1,1,1
517,1,0,1,0.0,0.0,0.058823529411764705,0.02631578947368421,0,0,0,0,0
518,1,0,0,0.0,0.0,0.0,0.07894736842105263,0,0,0,0,0
521,0,0,0,0.0,0.0,0.0,0.02631578947368421,0,1,0,1,0
522,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0
523,1,0,1,0.0,0.15384615384615385,0.0,0.05263157894736842,0,1,0,1,1
524,1,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1
525,1,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0
526,0,1,1,0.0,0.0,0.11764705882352941,0.0,0,0,0,0,0
527,1,1,0,0.0,0.0,0.0,0.0,1,0,0,0,0
530,1,1,1,0.0,0.0,0.0,0.05263157894736842,0,0,0,0,0
531,1,0,0,0.0,0.0,0.058823529411764705,0.15789473684210525,1,1,0,1,1
532,1,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0
533,0,0,1,0.0,0.0,0.0,0.0,0,1,0,1,0
537,1,0,0,0.0,0.0,0.0,0.07894736842105263,0,0,0,0,0
538,1,0,0,0.0,0.0,0.058823529411764705,0.05263157894736842,1,1,0,0,0
